timestamp_ms,is_error,is_auth_failure,path,query_length,query_entropy,request_content_length,response_length,request_preview
1773549425370,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_6"",""action"":""turn_off"",""request_id"":""benign-1773549425355""}"
1773549428085,0,0,/events,0,0.0,0,1030,GET /events?limit=10
1773549431635,0,0,/events,0,0.0,0,1030,GET /events?limit=10
1773549434795,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_1
1773549438788,0,0,/demo/search,6,2.585,0,566,GET /demo/search?q=lock_6
1773549440751,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_7
1773549444480,0,0,/demo/search,6,2.585,0,222,GET /demo/search?q=lock_1
1773549446969,0,0,/demo/upload-preview,0,0.0,330,73,POST /demo/upload-preview [multipart]
1773549450927,0,0,/demo/upload-preview,0,0.0,653,73,POST /demo/upload-preview [multipart]
1773549454905,0,0,/state,12,3.1887,0,495,GET /state?device_id=thermostat_2
1773549456621,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_2"",""action"":""turn_off"",""request_id"":""benign-1773549456609""}"
1773549459453,0,0,/events,0,0.0,0,1030,GET /events?limit=10
1773549463384,0,0,/command,0,0.0,78,270,"POST /command {""device_id"":""light_6"",""action"":""turn_on"",""request_id"":""benign-1773549463374""}"
1773549466445,0,0,/health,0,0.0,0,182,GET /health
1773549468557,0,0,/command,0,0.0,97,612,"POST /command {""device_id"":""thermostat_3"",""action"":""set_temp"",""value"":20.0,""request_id"":""benign-1773549468546""}"
1773549471857,0,0,/state,6,2.585,0,165,GET /state?device_id=lock_4
1773549475074,0,0,/state,6,2.585,0,165,GET /state?device_id=lock_1
1773549478973,0,0,/command,0,0.0,74,268,"POST /command {""device_id"":""lock_1"",""action"":""lock"",""request_id"":""benign-1773549478961""}"
1773549481293,0,0,/command,0,0.0,80,276,"POST /command {""device_id"":""light_10"",""action"":""turn_off"",""request_id"":""benign-1773549481282""}"
1773549483661,0,0,/event,0,0.0,63,11,"POST /event {""device_id"":""light_3"",""event"":""heartbeat"",""value"":{""ok"":true}}"
1773549486343,0,0,/demo/upload-preview,0,0.0,335,72,POST /demo/upload-preview [multipart]
1773549488229,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_3"",""action"":""turn_on"",""request_id"":""benign-1773549488219""}"
1773549490725,0,0,/command,0,0.0,97,613,"POST /command {""device_id"":""thermostat_2"",""action"":""set_temp"",""value"":23.6,""request_id"":""benign-1773549490719""}"
1773549494049,0,0,/demo/upload-preview,0,0.0,335,72,POST /demo/upload-preview [multipart]
1773549495868,0,0,/events,0,0.0,0,1014,GET /events?limit=10
1773549499625,0,0,/event,0,0.0,76,11,"POST /event {""device_id"":""light_5"",""event"":""motion_detected"",""value"":{""zone"":""kitchen""}}"
1773549502668,0,0,/health,0,0.0,0,182,GET /health
1773549504703,0,0,/health,0,0.0,0,182,GET /health
1773549504832,0,0,/events,0,0.0,0,1027,GET /events?limit=10
1773549507409,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_1"",""action"":""turn_off"",""request_id"":""benign-1773549507404""}"
1773549510891,0,0,/health,0,0.0,0,182,GET /health
1773549513074,0,0,/event,0,0.0,79,11,"POST /event {""device_id"":""thermostat_2"",""event"":""temperature_update"",""value"":{""temp"":22.5}}"
1773549514887,0,0,/demo/search,6,2.585,0,222,GET /demo/search?q=lock_1
1773549517809,0,0,/events,0,0.0,0,1032,GET /events?limit=10
1773549519709,0,0,/command,0,0.0,80,276,"POST /command {""device_id"":""light_10"",""action"":""turn_off"",""request_id"":""benign-1773549519699""}"
1773549523536,0,0,/event,0,0.0,74,11,"POST /event {""device_id"":""light_2"",""event"":""motion_detected"",""value"":{""zone"":""entry""}}"
1773549526777,0,0,/health,0,0.0,0,182,GET /health
1773549529185,0,0,/state,6,2.585,0,165,GET /state?device_id=lock_4
1773549533169,0,0,/event,0,0.0,63,11,"POST /event {""device_id"":""light_8"",""event"":""heartbeat"",""value"":{""ok"":true}}"
1773549537149,0,0,/event,0,0.0,62,11,"POST /event {""device_id"":""lock_4"",""event"":""heartbeat"",""value"":{""ok"":true}}"
1773549539126,0,0,/demo/search,9,2.5033,0,3244,GET /demo/search?q=heartbeat
1773549542680,0,0,/events,0,0.0,0,2058,GET /events?limit=20
1773549544878,0,0,/event,0,0.0,74,11,"POST /event {""device_id"":""light_4"",""event"":""motion_detected"",""value"":{""zone"":""entry""}}"
1773549548557,0,0,/command,0,0.0,76,275,"POST /command {""device_id"":""lock_5"",""action"":""unlock"",""request_id"":""benign-1773549548547""}"
1773549551015,0,0,/event,0,0.0,63,11,"POST /event {""device_id"":""light_8"",""event"":""heartbeat"",""value"":{""ok"":true}}"
1773549552606,0,0,/command,0,0.0,76,274,"POST /command {""device_id"":""lock_1"",""action"":""unlock"",""request_id"":""benign-1773549552596""}"
1773549556416,0,0,/demo/search,12,3.1887,0,584,GET /demo/search?q=thermostat_1
1773549558841,0,0,/state,12,3.1887,0,494,GET /state?device_id=thermostat_2
1773549561241,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_9"",""action"":""turn_on"",""request_id"":""benign-1773549561231""}"
1773549564274,0,0,/demo/upload-preview,0,0.0,335,73,POST /demo/upload-preview [multipart]
1773549567800,0,0,/state,12,3.1887,0,495,GET /state?device_id=thermostat_1
1773549569659,0,0,/firmware,0,0.0,1998,179,POST /firmware [multipart]
1773549571850,0,0,/health,0,0.0,0,182,GET /health
1773549573383,0,0,/demo/search,11,2.6635,0,1335,GET /demo/search?q=door_opened
1773549576647,0,0,/demo/search,6,2.585,0,566,GET /demo/search?q=lock_6
1773549579103,0,0,/command,0,0.0,76,275,"POST /command {""device_id"":""lock_1"",""action"":""unlock"",""request_id"":""benign-1773549579093""}"
1773549582441,0,0,/command,0,0.0,80,276,"POST /command {""device_id"":""light_10"",""action"":""turn_off"",""request_id"":""benign-1773549582429""}"
1773549585697,0,0,/command,0,0.0,79,273,"POST /command {""device_id"":""light_10"",""action"":""turn_on"",""request_id"":""benign-1773549585687""}"
1773549587738,0,0,/health,0,0.0,0,182,GET /health
1773549590204,0,0,/event,0,0.0,76,11,"POST /event {""device_id"":""light_6"",""event"":""motion_detected"",""value"":{""zone"":""kitchen""}}"
1773549593097,0,0,/command,0,0.0,79,273,"POST /command {""device_id"":""light_10"",""action"":""turn_on"",""request_id"":""benign-1773549593087""}"
1773549595749,0,0,/state,6,2.585,0,167,GET /state?device_id=lock_1
1773549598460,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_7
1773549601308,0,0,/event,0,0.0,63,11,"POST /event {""device_id"":""light_6"",""event"":""heartbeat"",""value"":{""ok"":true}}"
1773549603549,0,0,/health,0,0.0,0,182,GET /health
1773549606629,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_8"",""action"":""turn_off"",""request_id"":""benign-1773549606619""}"
1773549608764,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_1"",""action"":""turn_on"",""request_id"":""benign-1773549608754""}"
1773549610936,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_3
1773549613633,0,0,/firmware,0,0.0,3577,179,POST /firmware [multipart]
1773549615657,0,0,/health,0,0.0,0,182,GET /health
1773549618411,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_1"",""action"":""turn_on"",""request_id"":""benign-1773549618404""}"
1773549621912,0,0,/command,0,0.0,97,613,"POST /command {""device_id"":""thermostat_1"",""action"":""set_temp"",""value"":21.7,""request_id"":""benign-1773549621900""}"
1773549625146,0,0,/demo/search,8,3.0,0,228,GET /demo/search?q=light_10
1773549627840,0,0,/event,0,0.0,79,11,"POST /event {""device_id"":""thermostat_1"",""event"":""temperature_update"",""value"":{""temp"":25.6}}"
1773549631603,0,0,/state,12,3.1887,0,494,GET /state?device_id=thermostat_1
1773549634240,0,0,/demo/search,15,3.0062,0,2829,GET /demo/search?q=motion_detected
1773549638029,0,0,/event,0,0.0,79,11,"POST /event {""device_id"":""lock_6"",""event"":""door_opened"",""value"":{""source"":""routine_check""}}"
1773549641441,0,0,/events,0,0.0,0,1054,GET /events?limit=10
1773549644919,0,0,/state,7,2.8074,0,164,GET /state?device_id=light_8
1773549647173,0,0,/command,0,0.0,79,273,"POST /command {""device_id"":""light_10"",""action"":""turn_on"",""request_id"":""benign-1773549647163""}"
1773549649411,0,0,/command,0,0.0,97,613,"POST /command {""device_id"":""thermostat_2"",""action"":""set_temp"",""value"":18.6,""request_id"":""benign-1773549649405""}"
1773549651486,0,0,/state,7,2.8074,0,164,GET /state?device_id=light_5
1773549654793,0,0,/command,0,0.0,76,275,"POST /command {""device_id"":""lock_4"",""action"":""unlock"",""request_id"":""benign-1773549654782""}"
1773549657862,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_7
1773549661529,0,0,/state,12,3.1887,0,495,GET /state?device_id=thermostat_3
1773549665467,0,0,/command,0,0.0,97,612,"POST /command {""device_id"":""thermostat_3"",""action"":""set_temp"",""value"":21.0,""request_id"":""benign-1773549665456""}"
1773549667256,0,0,/command,0,0.0,76,274,"POST /command {""device_id"":""lock_3"",""action"":""unlock"",""request_id"":""benign-1773549667246""}"
1773549670263,0,0,/health,0,0.0,0,182,GET /health
1773549670397,0,0,/command,0,0.0,74,269,"POST /command {""device_id"":""lock_6"",""action"":""lock"",""request_id"":""benign-1773549670380""}"
1773549673038,0,0,/health,0,0.0,0,182,GET /health
1773549676556,0,0,/health,0,0.0,0,182,GET /health
1773549680186,0,0,/demo/search,18,3.0169,0,1188,GET /demo/search?q=temperature_update
1773549683069,0,0,/demo/search,18,3.0169,0,1188,GET /demo/search?q=temperature_update
1773549686027,0,0,/command,0,0.0,74,269,"POST /command {""device_id"":""lock_4"",""action"":""lock"",""request_id"":""benign-1773549686017""}"
1773549689900,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_9"",""action"":""turn_off"",""request_id"":""benign-1773549689891""}"
1773549692295,0,0,/state,6,2.585,0,166,GET /state?device_id=lock_1
1773549695776,0,0,/command,0,0.0,76,275,"POST /command {""device_id"":""lock_4"",""action"":""unlock"",""request_id"":""benign-1773549695765""}"
1773549699525,0,0,/state,12,3.1887,0,495,GET /state?device_id=thermostat_2
1773549701224,0,0,/demo/search,6,2.585,0,737,GET /demo/search?q=lock_6
1773549704396,0,0,/event,0,0.0,63,11,"POST /event {""device_id"":""light_2"",""event"":""heartbeat"",""value"":{""ok"":true}}"
1773549708297,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_1"",""action"":""turn_on"",""request_id"":""benign-1773549708292""}"
1773549710445,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_4
1773549713393,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_9"",""action"":""turn_off"",""request_id"":""benign-1773549713383""}"
1773549715370,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_4
1773549718877,0,0,/command,0,0.0,79,272,"POST /command {""device_id"":""light_10"",""action"":""turn_on"",""request_id"":""benign-1773549718867""}"
1773549721891,0,0,/demo/search,18,3.0169,0,1188,GET /demo/search?q=temperature_update
1773549725130,0,0,/demo/search,9,2.5033,0,3246,GET /demo/search?q=heartbeat
1773549729039,0,0,/command,0,0.0,97,613,"POST /command {""device_id"":""thermostat_3"",""action"":""set_temp"",""value"":23.5,""request_id"":""benign-1773549729030""}"
1773549732430,0,0,/command,0,0.0,79,273,"POST /command {""device_id"":""light_10"",""action"":""turn_on"",""request_id"":""benign-1773549732421""}"
1773549735993,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_2
1773549738421,0,0,/state,6,2.585,0,165,GET /state?device_id=lock_2
1773549740162,0,0,/health,0,0.0,0,182,GET /health
1773549741721,0,0,/state,6,2.585,0,165,GET /state?device_id=lock_6
1773549743542,0,0,/demo/search,15,3.0062,0,2829,GET /demo/search?q=motion_detected
1773549746859,0,0,/state,12,3.1887,0,495,GET /state?device_id=thermostat_1
1773549750845,0,0,/command,0,0.0,97,613,"POST /command {""device_id"":""thermostat_2"",""action"":""set_temp"",""value"":24.2,""request_id"":""benign-1773549750835""}"
1773549753825,0,0,/events,0,0.0,0,1038,GET /events?limit=10
1773549756159,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_3"",""action"":""turn_off"",""request_id"":""benign-1773549756149""}"
1773549759944,0,0,/command,0,0.0,76,274,"POST /command {""device_id"":""lock_5"",""action"":""unlock"",""request_id"":""benign-1773549759932""}"
1773549762442,0,0,/state,6,2.585,0,167,GET /state?device_id=lock_1
1773549764455,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_9"",""action"":""turn_off"",""request_id"":""benign-1773549764446""}"
1773549766724,0,0,/state,7,2.8074,0,164,GET /state?device_id=light_9
1773549769669,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_7
1773549771416,0,0,/health,0,0.0,0,182,GET /health
1773549771505,0,0,/health,0,0.0,0,182,GET /health
1773549774255,0,0,/event,0,0.0,74,11,"POST /event {""device_id"":""light_3"",""event"":""motion_detected"",""value"":{""zone"":""entry""}}"
1773549776798,0,0,/command,0,0.0,97,612,"POST /command {""device_id"":""thermostat_3"",""action"":""set_temp"",""value"":21.0,""request_id"":""benign-1773549776788""}"
1773549779893,0,0,/command,0,0.0,97,613,"POST /command {""device_id"":""thermostat_2"",""action"":""set_temp"",""value"":20.6,""request_id"":""benign-1773549779881""}"
1773549783482,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_9"",""action"":""turn_on"",""request_id"":""benign-1773549783472""}"
1773549785358,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_4"",""action"":""turn_on"",""request_id"":""benign-1773549785348""}"
1773549787397,0,0,/health,0,0.0,0,182,GET /health
1773549789616,0,0,/state,12,3.1887,0,494,GET /state?device_id=thermostat_1
1773549792684,0,0,/demo/upload-preview,0,0.0,335,73,POST /demo/upload-preview [multipart]
1773549794992,0,0,/health,0,0.0,0,182,GET /health
1773549796836,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_2"",""action"":""turn_off"",""request_id"":""benign-1773549796826""}"
1773549800156,0,0,/command,0,0.0,74,268,"POST /command {""device_id"":""lock_6"",""action"":""lock"",""request_id"":""benign-1773549800144""}"
1773549803993,0,0,/state,6,2.585,0,165,GET /state?device_id=lock_6
1773549806749,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_2"",""action"":""turn_off"",""request_id"":""benign-1773549806738""}"
1773549810672,0,0,/state,7,2.8074,0,164,GET /state?device_id=light_3
1773549813213,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_2"",""action"":""turn_on"",""request_id"":""benign-1773549813203""}"
1773549815145,0,0,/state,8,3.0,0,165,GET /state?device_id=light_10
1773549816941,0,0,/command,0,0.0,97,611,"POST /command {""device_id"":""thermostat_2"",""action"":""set_temp"",""value"":24.1,""request_id"":""benign-1773549816900""}"
1773549820160,0,0,/event,0,0.0,76,11,"POST /event {""device_id"":""light_8"",""event"":""motion_detected"",""value"":{""zone"":""kitchen""}}"
1773549823965,0,0,/command,0,0.0,97,611,"POST /command {""device_id"":""thermostat_3"",""action"":""set_temp"",""value"":25.9,""request_id"":""benign-1773549823955""}"
1773549826433,0,0,/health,0,0.0,0,182,GET /health
1773549829480,0,0,/event,0,0.0,63,11,"POST /event {""device_id"":""light_7"",""event"":""heartbeat"",""value"":{""ok"":true}}"
1773549831661,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_8"",""action"":""turn_on"",""request_id"":""benign-1773549831656""}"
1773549834591,0,0,/command,0,0.0,76,274,"POST /command {""device_id"":""lock_4"",""action"":""unlock"",""request_id"":""benign-1773549834581""}"
1773549838028,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_2
1773549840177,0,0,/health,0,0.0,0,182,GET /health
1773549843462,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_8
1773549847343,0,0,/event,0,0.0,68,11,"POST /event {""device_id"":""thermostat_3"",""event"":""heartbeat"",""value"":{""ok"":true}}"
1773549849940,0,0,/state,7,2.8074,0,164,GET /state?device_id=light_5
1773549853780,0,0,/events,0,0.0,0,1046,GET /events?limit=10
1773549855721,0,0,/command,0,0.0,97,613,"POST /command {""device_id"":""thermostat_3"",""action"":""set_temp"",""value"":25.4,""request_id"":""benign-1773549855712""}"
1773549858690,0,0,/state,8,3.0,0,165,GET /state?device_id=light_10
1773549861987,0,0,/demo/search,11,2.6635,0,1506,GET /demo/search?q=door_opened
1773549864885,0,0,/state,12,3.1887,0,491,GET /state?device_id=thermostat_4
1773549866553,0,0,/state,6,2.585,0,166,GET /state?device_id=lock_1
1773549869639,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_8"",""action"":""turn_on"",""request_id"":""benign-1773549869629""}"
1773549873709,0,0,/health,0,0.0,0,182,GET /health
1773549875912,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_6"",""action"":""turn_off"",""request_id"":""benign-1773549875900""}"
1773549878783,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_9
1773549880771,0,0,/state,6,2.585,0,165,GET /state?device_id=lock_6
1773549884747,0,0,/state,6,2.585,0,167,GET /state?device_id=lock_4
1773549887140,0,0,/health,0,0.0,0,182,GET /health
1773549890810,0,0,/command,0,0.0,76,274,"POST /command {""device_id"":""lock_6"",""action"":""unlock"",""request_id"":""benign-1773549890803""}"
1773549894163,0,0,/state,12,3.1887,0,495,GET /state?device_id=thermostat_2
1773549895824,0,0,/command,0,0.0,79,274,"POST /command {""device_id"":""light_9"",""action"":""turn_off"",""request_id"":""benign-1773549895812""}"
1773549897683,0,0,/event,0,0.0,68,11,"POST /event {""device_id"":""thermostat_1"",""event"":""heartbeat"",""value"":{""ok"":true}}"
1773549900848,0,0,/state,6,2.585,0,167,GET /state?device_id=lock_4
1773549902535,0,0,/state,12,3.1887,0,491,GET /state?device_id=thermostat_4
1773549902682,0,0,/command,0,0.0,97,613,"POST /command {""device_id"":""thermostat_2"",""action"":""set_temp"",""value"":19.0,""request_id"":""benign-1773549902667""}"
1773549905176,0,0,/firmware,0,0.0,3205,179,POST /firmware [multipart]
1773549907006,0,0,/demo/upload-preview,0,0.0,340,73,POST /demo/upload-preview [multipart]
1773549908580,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_8
1773549912633,0,0,/demo/search,15,3.0062,0,3163,GET /demo/search?q=motion_detected
1773549916549,0,0,/health,0,0.0,0,183,GET /health
1773549918460,0,0,/demo/search,12,3.1887,0,915,GET /demo/search?q=thermostat_1
1773549921286,0,0,/command,0,0.0,76,274,"POST /command {""device_id"":""lock_6"",""action"":""unlock"",""request_id"":""benign-1773549921277""}"
1773549923540,0,0,/state,6,2.585,0,167,GET /state?device_id=lock_3
1773549925574,0,0,/state,7,2.8074,0,164,GET /state?device_id=light_5
1773549929306,0,0,/command,0,0.0,76,274,"POST /command {""device_id"":""lock_4"",""action"":""unlock"",""request_id"":""benign-1773549929296""}"
1773549933281,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_1
1773549935556,0,0,/command,0,0.0,97,609,"POST /command {""device_id"":""thermostat_3"",""action"":""set_temp"",""value"":22.6,""request_id"":""benign-1773549935549""}"
1773549938944,0,0,/events,0,0.0,0,1051,GET /events?limit=10
1773549941684,0,0,/command,0,0.0,97,612,"POST /command {""device_id"":""thermostat_2"",""action"":""set_temp"",""value"":21.0,""request_id"":""benign-1773549941674""}"
1773549945720,0,0,/events,0,0.0,0,5122,GET /events?limit=50
1773549947842,0,0,/state,6,2.585,0,167,GET /state?device_id=lock_4
1773549949496,0,0,/event,0,0.0,77,11,"POST /event {""device_id"":""lock_3"",""event"":""door_opened"",""value"":{""source"":""manual_test""}}"
1773549952255,0,0,/command,0,0.0,97,613,"POST /command {""device_id"":""thermostat_1"",""action"":""set_temp"",""value"":25.7,""request_id"":""benign-1773549952249""}"
1773549954752,0,0,/command,0,0.0,74,268,"POST /command {""device_id"":""lock_5"",""action"":""lock"",""request_id"":""benign-1773549954740""}"
1773549957733,0,0,/state,7,2.8074,0,164,GET /state?device_id=light_5
1773549960326,0,0,/health,0,0.0,0,183,GET /health
1773549962242,0,0,/state,7,2.8074,0,164,GET /state?device_id=light_9
1773549964646,0,0,/health,0,0.0,0,183,GET /health
1773549967801,0,0,/events,0,0.0,0,2075,GET /events?limit=20
1773549971481,0,0,/state,6,2.585,0,167,GET /state?device_id=lock_1
1773549974616,0,0,/firmware,0,0.0,3218,179,POST /firmware [multipart]
1773549978330,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_3"",""action"":""turn_on"",""request_id"":""benign-1773549978320""}"
1773549981480,0,0,/demo/search,6,2.585,0,737,GET /demo/search?q=lock_6
1773549984883,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_4
1773549988353,0,0,/health,0,0.0,0,183,GET /health
1773549990131,0,0,/command,0,0.0,79,273,"POST /command {""device_id"":""light_10"",""action"":""turn_on"",""request_id"":""benign-1773549990121""}"
1773549991829,0,0,/event,0,0.0,77,11,"POST /event {""device_id"":""light_10"",""event"":""motion_detected"",""value"":{""zone"":""kitchen""}}"
1773549994437,0,0,/command,0,0.0,74,268,"POST /command {""device_id"":""lock_4"",""action"":""lock"",""request_id"":""benign-1773549994426""}"
1773549996505,0,0,/command,0,0.0,74,269,"POST /command {""device_id"":""lock_3"",""action"":""lock"",""request_id"":""benign-1773549996493""}"
1773549999457,0,0,/state,7,2.8074,0,163,GET /state?device_id=light_8
1773550002185,0,0,/command,0,0.0,78,271,"POST /command {""device_id"":""light_9"",""action"":""turn_on"",""request_id"":""benign-1773550002173""}"
